"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","kingdom","phylum","class","order"
"EC:2.4.1.284","EC:2.4.1.284",1,0,1,0,1.32011767518787e-06,"M144",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.284"
"EC:2.4.1.287","EC:2.4.1.287",5,138,0.00754622389905423,0,0.0155103994671056,"M4",0.344543667153438,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.287"
"EC:2.4.1.288","EC:2.4.1.288",3,0,0.00734036007442033,4.06852848431824e-18,0.0182091540371927,"M4",-0.493535523219789,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.288"
"EC:2.4.1.289","EC:2.4.1.289",1,0,1.04304648424829,0,0.00728934855019898,"M200",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.289"
"EC:2.4.1.316","EC:2.4.1.316",5,0,0.20088661604523,0,1.95752459721166e-05,"M22",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.316"
"EC:2.4.1.318","EC:2.4.1.318",5,0,0.20088661604523,0,1.95752459721166e-05,"M22",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.318"
"EC:2.4.1.319","EC:2.4.1.319",1,0,1,0,0.000227012542433997,"M142",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.319"
"EC:2.4.1.320","EC:2.4.1.320",1,0,1,0,0.000227012542433997,"M142",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.320"
"EC:2.4.1.325","EC:2.4.1.325",7,9.5,0.0431428726723312,0,2.49625829358247e-05,"M9",0.688936783176359,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.325"
"EC:2.4.1.326","EC:2.4.1.326",2,0,0.504249434993255,0,4.42139736818011e-06,"M70",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.326"
"EC:2.4.1.57","EC:2.4.1.57",1,0,1.10685066062523,0,0.058060951341086,"M156",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.57"
"EC:2.4.1.64","EC:2.4.1.64",4,7,0.180908023218408,0,0.0347590394627874,"M28",1.58113883008419,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.64"
"EC:2.4.1.80","EC:2.4.1.80",2,0,0.547768924884407,0,0.0123157390268434,"M73",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.80"
"EC:2.4.2.14","EC:2.4.2.14",4,0,0.171571176278767,0,0.128673670432841,"M25",0.243975018237133,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.14"
"EC:2.4.2.17","EC:2.4.2.17",13,26,0.0259645424963364,0,0.135256096146884,"M6",-0.402712698247887,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.17"
"EC:2.4.2.18","EC:2.4.2.18",2,0,0.0170948310264159,0,0.137701376544297,"M6",-1.91534088191068,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.18"
"EC:2.4.2.19","EC:2.4.2.19",12,0,0.0237715828112827,0,0.135454791748134,"M6",-0.540224351308141,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.19"
"EC:2.4.2.44","EC:2.4.2.44",4,24,0.0210593660984328,0,0.00242764464192407,"M7",-0.292110392033358,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.44"
"EC:2.4.2.45","EC:2.4.2.45",2,0,0.512348825021241,0,0.0112373447781952,"M52",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.45"
"EC:2.4.2.46","EC:2.4.2.46",2,0,0.0910335083767572,0,0.00169113549347004,"M14",-1.25,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.46"
"EC:2.4.2.48","EC:2.4.2.48",13,0,0.0784372616943001,0,3.35565659950738e-05,"M10",0.467426352442804,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.48"
"EC:2.4.2.57","EC:2.4.2.57",3,0,0.338781672662155,4.06852848431824e-18,1.17883673845829e-05,"M39",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.57"
"EC:2.4.99.12","EC:2.4.99.12",20,0,0.00519100483518021,0,0.045164883415168,"M2",1.5352678261903,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Transferring other glycosyl groups.","o__EC:2.4.99.12"
"EC:2.4.99.13","EC:2.4.99.13",20,0,0.00519100483518021,3.25482278745459e-17,0.045164883415168,"M2",1.5352678261903,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Transferring other glycosyl groups.","o__EC:2.4.99.13"
"EC:2.4.99.14","EC:2.4.99.14",20,0,0.00519100483518021,3.25482278745459e-17,0.045164883415168,"M2",1.5352678261903,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Transferring other glycosyl groups.","o__EC:2.4.99.14"
"EC:2.4.99.15","EC:2.4.99.15",20,0,0.00519100483518021,0,0.045164883415168,"M2",1.5352678261903,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Transferring other glycosyl groups.","o__EC:2.4.99.15"
"EC:2.4.99.16","EC:2.4.99.16",4,123,0.0054867581866597,0,0.0442199536353608,"M4",-0.0744959280331759,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Transferring other glycosyl groups.","o__EC:2.4.99.16"
"EC:2.4.99.17","EC:2.4.99.17",1,0,0.108299661863105,0,0.100908893390066,"M28",-0.790569415042095,0,"Peripheral nodes","k__Transferases.","p__Glycosyltransferases.","c__Transferring other glycosyl groups.","o__EC:2.4.99.17"
"EC:2.5.1.1","EC:2.5.1.1",1,0,1,0,0.158396304072803,"M138",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.1"
"EC:2.5.1.10","EC:2.5.1.10",1,0,1,0,0.158396304072803,"M138",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.10"
"EC:2.5.1.101","EC:2.5.1.101",2,0,0.524261012399071,8.13705696863647e-18,0.00363750590182589,"M82",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.101"
"EC:2.5.1.108","EC:2.5.1.108",13,0,0.0784372616943001,0,3.35565659950738e-05,"M10",0.467426352442804,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.108"
"EC:2.5.1.114","EC:2.5.1.114",3,0,0.337278612310587,0,1.19363142471504e-05,"M39",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.114"
"EC:2.5.1.115","EC:2.5.1.115",1,0,1,0,0.000272124167494681,"M136",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.115"
"EC:2.5.1.116","EC:2.5.1.116",1,0,1,0,0.000272124167494681,"M136",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.116"
"EC:2.5.1.120","EC:2.5.1.120",5,0,0.00367575667317572,0,0.0195634114425324,"M2",-0.527421940289865,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.120"
"EC:2.5.1.18","EC:2.5.1.18",8,0,0.0034225303534008,0,0.222093015081101,"M2",-0.114883986993832,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.18"
"EC:2.5.1.26","EC:2.5.1.26",2,6,0.0778512566159383,0,0.0397812300760003,"M11",-0.661437827766148,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.26"
"EC:2.5.1.30","EC:2.5.1.30",7,113,0.00456729309923841,0,0.0840439138558979,"M2",-0.25239663809251,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.30"
"EC:2.5.1.39","EC:2.5.1.39",15,77,0.00467011187218835,0,0.056409184925596,"M2",0.847704570696912,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.39"
"EC:2.5.1.41","EC:2.5.1.41",13,0,0.0784700046740836,0,3.38737458110815e-05,"M10",0.467426352442804,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.41"
"EC:2.5.1.44","EC:2.5.1.44",3,0,0.117527871989026,4.06852848431824e-18,0.0131252682264418,"M18",-0.117579270250443,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.44"
"EC:2.5.1.46","EC:2.5.1.46",11,676,0.0047532021365263,0,0.0224871267832894,"M2",0.297653966302201,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.46"
"EC:2.5.1.55","EC:2.5.1.55",22,43,0.00584380989332317,0,0.0450656573941634,"M2",1.81029312838766,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.55"
"EC:2.5.1.60","EC:2.5.1.60",1,0,1.0291401854637,0,0.000628091571377934,"M212",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.60"
"EC:2.5.1.62","EC:2.5.1.62",2,0,0.529914763067581,0,0.00108947033155845,"M51",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.62"
"EC:2.5.1.68","EC:2.5.1.68",8,436,0.00921833723964125,0,0.0311418303446961,"M4",1.60166245271328,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.68"
"EC:2.5.1.72","EC:2.5.1.72",1,0,1.09338678946103,0,0.131558331510117,"M171",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.72"
"EC:2.5.1.74","EC:2.5.1.74",4,0,0.178257395950201,0,0.0788673946758723,"M19",0,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.74"
"EC:2.5.1.75","EC:2.5.1.75",20,1,0.0285900455454165,0,0.136387041123193,"M6",0.559868873173892,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.75"
"EC:2.5.1.84","EC:2.5.1.84",7,0,0.149381630715062,0,8.45830155817945e-05,"M12",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.84"
"EC:2.5.1.85","EC:2.5.1.85",7,0,0.149381630715062,0,8.45830155817945e-05,"M12",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.85"
"EC:2.5.1.86","EC:2.5.1.86",5,0,0.117535455215037,0,0.00118983769606099,"M14",0.25,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.86"
"EC:2.5.1.89","EC:2.5.1.89",13,0,0.0784372616943001,0,3.35565659950738e-05,"M10",0.467426352442804,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.89"
"EC:2.5.1.9","EC:2.5.1.9",5,4,0.206917757104526,0,0.127133461700736,"M25",0.975900072948533,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.9"
"EC:2.5.1.90","EC:2.5.1.90",18,158,0.0050547632567371,0,0.0716217762976493,"M2",1.26024252399295,0,"Peripheral nodes","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.90"
"EC:2.6.1.1","EC:2.6.1.1",1,0,1.10685066062523,0,0.0887163408165482,"M156",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.1"
"EC:2.6.1.100","EC:2.6.1.100",1,0,1,0,3.15282672596159e-05,"M132",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.100"
"EC:2.6.1.101","EC:2.6.1.101",1,0,1,2.03426424215912e-18,3.15282672596159e-05,"M132",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.101"
"EC:2.6.1.102","EC:2.6.1.102",1,0,0.0673446547714481,0,0.0163019182165947,"M11",-1.3228756555323,0,"Peripheral nodes","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.102"
"EC:2.6.1.103","EC:2.6.1.103",1,0,1.0549789612499,0,0.000897457203095672,"M188",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.103"
"EC:2.6.1.104","EC:2.6.1.104",1,0,1.0405700285256,0,0.000141688169438949,"M203",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.104"
"EC:2.6.1.18","EC:2.6.1.18",2,1,0.544891972411015,0,0.02126383682901,"M76",1.15470053837925,0,"Peripheral nodes","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.18"
"EC:2.6.1.2","EC:2.6.1.2",4,0,0.0152277380736381,0,0.0240064371763768,"M5",-0.663169474490241,0,"Peripheral nodes","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.2"
"EC:2.6.1.22","EC:2.6.1.22",2,0,0.00680078687319007,0,0.0384444246377452,"M4",-0.912575118406403,0,"Peripheral nodes","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.22"
"EC:2.6.1.30","EC:2.6.1.30",3,0,0.342058639120229,4.06852848431824e-18,1.55174988782306e-05,"M40",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.30"
"EC:2.6.1.44","EC:2.6.1.44",2,0,0.501835584673099,0,0.0278237533622545,"M68",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.44"
"EC:2.6.1.45","EC:2.6.1.45",2,0,0.50091611073772,0,0.0270928247371422,"M68",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.45"
"EC:2.6.1.46","EC:2.6.1.46",2,0,0.518733982617773,0,5.18541092886327e-05,"M53",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.46"
"EC:2.6.1.48","EC:2.6.1.48",1,0,1.04489461001897,0,0.000257675022785757,"M199",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.48"
"EC:2.6.1.51","EC:2.6.1.51",2,0,0.50091611073772,0,0.0270928247371422,"M68",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.51"
"EC:2.6.1.55","EC:2.6.1.55",2,28,0.0111114192394338,0,0.0136778726667004,"M5",-1.06107115918439,0,"Peripheral nodes","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.55"
"EC:2.6.1.64","EC:2.6.1.64",2,0,0.5,0,0.00010338119042184,"M61",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.64"
"EC:2.6.1.66","EC:2.6.1.66",4,25,0.0156622894501136,0,0.0244238745342941,"M5",-0.663169474490241,0,"Peripheral nodes","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.66"
"EC:2.6.1.7","EC:2.6.1.7",2,0,0.5,0,0.00010338119042184,"M61",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.7"
"EC:2.6.1.87","EC:2.6.1.87",2,0,0.545192394159985,0,0.000116863899869091,"M72",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.87"
"EC:2.6.1.97","EC:2.6.1.97",3,0,0.337278612310587,0,1.19363142471504e-05,"M39",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.97"
"EC:2.6.99.2","EC:2.6.99.2",21,256,0.00574065856478456,0,0.047054045332386,"M2",1.67278047728898,0,"Peripheral nodes","k__Transferases.","p__Transferring nitrogenous groups.","c__Transferring other nitrogenous groups.","o__EC:2.6.99.2"
"EC:2.7.1.100","EC:2.7.1.100",4,50,0.00874924337153279,8.13705696863647e-18,0.0113279353085268,"M3",-1.63181169817648,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.100"
"EC:2.7.1.113","EC:2.7.1.113",38,0,0.0133596787920275,0,0.00675304773542564,"M3",0.784472290413147,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.113"
"EC:2.7.1.12","EC:2.7.1.12",3,5,0.220263339485883,0,0.0605000318009718,"M29",1.56524758424985,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.12"
"EC:2.7.1.13","EC:2.7.1.13",1,0,1.04489461001897,0,0.000250696161305957,"M199",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.13"
"EC:2.7.1.130","EC:2.7.1.130",22,285,0.00584442660000093,3.25482278745459e-17,0.043116258124949,"M2",1.81029312838766,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.130"
"EC:2.7.1.144","EC:2.7.1.144",4,0,0.178824535440139,0,0.0286667559163945,"M27",0.487950036474266,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.144"
"EC:2.7.1.146","EC:2.7.1.146",1,0,1,0,3.35811011947391e-05,"M128",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.146"
"EC:2.7.1.147","EC:2.7.1.147",1,0,1,0,3.35811011947391e-05,"M128",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.147"
"EC:2.7.1.148","EC:2.7.1.148",3,0,0.354230012347318,4.06852848431824e-18,0.133578010035078,"M43",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.148"
"EC:2.7.1.15","EC:2.7.1.15",3,30,0.00451603196642788,0,0.116649577266568,"M2",-0.802447242487221,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.15"
"EC:2.7.1.156","EC:2.7.1.156",1,0,1.00011667044527,0,0.0705745446356014,"M98",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.156"
"EC:2.7.1.161","EC:2.7.1.161",13,0,0.0785123742806084,0,3.36752520146718e-05,"M10",0.467426352442804,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.161"
