"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","ta1","ta2","ta3"
"EC:2.7.3.9","EC:2.7.3.9",22,580,0.000303465467602676,1.97145306336403e-16,0.114496808281633,"M2",-0.862037456003536,0.462809917355372,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Phosphotransferases with a nitrogenous group as acceptor."
"EC:2.7.4.1","EC:2.7.4.1",26,2042,0.000310777018555897,2.43934459040242e-16,0.121844411512727,"M2",-0.862037456003536,0.591715976331361,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Phosphotransferases with a phosphate group as acceptor."
"EC:2.7.4.14","EC:2.7.4.14",76,872,0.000306388850391724,1.93465260618123e-16,0.184145074693513,"M2",0.515904192618526,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Phosphotransferases with a phosphate group as acceptor."
"EC:2.7.4.16","EC:2.7.4.16",40,400,0.000246445459206396,4.36348278024571e-17,0.168544476086663,"M1",0.185786342436897,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Phosphotransferases with a phosphate group as acceptor."
"EC:2.7.4.23","EC:2.7.4.23",13,317,0.000271936230427459,1.29853041773577e-16,0.0112466926027274,"M2",-0.884262321303892,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Phosphotransferases with a phosphate group as acceptor."
"EC:2.7.4.26","EC:2.7.4.26",11,0,0.000126416788079365,1.79881060895965e-16,0.00203108519210204,"M9",0.906708348401613,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Phosphotransferases with a phosphate group as acceptor."
"EC:2.7.4.6","EC:2.7.4.6",1,0,1.28143271481848,1.79269063072237e-17,0.187346315992268,"M121",NA,NA,NA,"t__Transferases.","t__Transferring phosphorus-containing groups.","t__Phosphotransferases with a phosphate group as acceptor."
"EC:2.7.4.7","EC:2.7.4.7",7,4597,0.000233671961184908,1.09990652160185e-16,0.170570296408323,"M4",-0.812713064012674,0.244897959183674,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Phosphotransferases with a phosphate group as acceptor."
"EC:2.7.4.8","EC:2.7.4.8",6,694,0.00710563164976867,9.6031965326363e-17,0.188020715633754,"M11",0.221499546414996,0.277777777777778,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Phosphotransferases with a phosphate group as acceptor."
"EC:2.7.4.9","EC:2.7.4.9",18,5974,0.000278596093845406,2.06082560223653e-16,0.186713992309752,"M5",0.656463964432872,0.475308641975309,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Phosphotransferases with a phosphate group as acceptor."
"EC:2.7.6.2","EC:2.7.6.2",14,1199,0.000254178130378631,8.62839290732322e-17,0.0301804279054735,"M1",-0.739284874320326,0.13265306122449,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Diphosphotransferases."
"EC:2.7.6.3","EC:2.7.6.3",1,0,0.000195796748751487,1.70961945338599e-17,0.186958902242971,"M2",-1.15096070490816,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Diphosphotransferases."
"EC:2.7.6.5","EC:2.7.6.5",88,2527,0.000328456965673629,6.72922645628254e-17,0.174502295875496,"M2",0.782602576222796,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Diphosphotransferases."
"EC:2.7.7.1","EC:2.7.7.1",4,209,0.000254857800618313,3.65375967743466e-17,0.00123809496480718,"M2",-1.10651097430745,0.375,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.12","EC:2.7.7.12",85,2489,0.000323984424717373,0,0.10833211372925,"M2",0.715927980321729,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.13","EC:2.7.7.13",72,222,0.000267471721493477,5.36235233235015e-17,0.178807179240889,"M1",1.28216704377879,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.18","EC:2.7.7.18",1,0,0.149625130433165,1.73245521066327e-17,0.187675053573476,"M40",-1.41421356237309,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.2","EC:2.7.7.2",17,0,0.00796613946539749,1.3372683152826e-16,0.188051126792415,"M6",-1.5073591175521,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.23","EC:2.7.7.23",56,304,0.000306800372582711,7.57037976331786e-17,0.182158752257056,"M2",0.0714068866114094,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.24","EC:2.7.7.24",7,286,0.000255973098739216,8.8148595095664e-17,0.168144807105098,"M1",-0.944856255821931,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.27","EC:2.7.7.27",4,0,0.000257020235761244,4.27312451484152e-17,0.107387583321019,"M1",-1.04764194657273,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.3","EC:2.7.7.3",3,0,0.101876439252242,4.80566598601434e-17,0.188059241182129,"M19",-1.73205080756888,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.33","EC:2.7.7.33",2,0,0.000175572848385737,4.17809431639656e-17,0.040100089986501,"M76",NA,NA,NA,"t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.38","EC:2.7.7.38",163,3718,0.000348004364786571,0,0.0615904017661434,"M2",2.44946747374948,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.39","EC:2.7.7.39",54,412,0.000291754594926514,1.78482217336556e-16,0.01858807153527,"M1",0.665452899273975,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.4","EC:2.7.7.4",25,2424,0.000244367227258021,2.80472055814589e-16,0.165187395091005,"M4",0.540126073598485,0.2112,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.41","EC:2.7.7.41",3,722,0.009029872796604,2.86955437838326e-17,0.188002652257558,"M6",-3.08811025206366,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.42","EC:2.7.7.42",63,5565,0.00034913505135613,1.34584529125651e-16,0.0910745882966553,"M2",-0.239741227593572,0.444444444444444,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.43","EC:2.7.7.43",11,35,0.000292076156984682,2.20802743096771e-17,0.00603893720039139,"M2",-1.01761151310603,0.462809917355372,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.53","EC:2.7.7.53",4,17,0.000236227323103663,5.99814594528505e-17,0.0972038321866611,"M1",-1.04764194657273,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.56","EC:2.7.7.56",1,0,0.00019784960948358,1.858915950997e-17,0.179659586098177,"M2",-1.15096070490816,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.58","EC:2.7.7.58",3,1587,0.000226924637748784,4.53352060696086e-17,0.00960691884639063,"M1",-1.1161657404066,0.444444444444444,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.59","EC:2.7.7.59",38,2083,0.000312930495081195,8.41153307035317e-17,0.0858245750274391,"M2",-0.328640688794996,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.60","EC:2.7.7.60",33,0,0.000235025582196964,3.70304600401876e-16,0.170969567271452,"M4",1.38565053460546,0.0587695133149678,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.61","EC:2.7.7.61",11,6,0.036599833022759,1.97125567630946e-16,0.000308420433744655,"M10",1.21182980180035,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.62","EC:2.7.7.62",9,990,0.000250923317322768,1.02548416845985e-16,0.0941604424246541,"M1",-0.979118152738865,0.444444444444444,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.63","EC:2.7.7.63",20,639,0.000285543953718494,1.391845862735e-16,0.0528298041001462,"M1",-0.499451595901787,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.65","EC:2.7.7.65",74,592,0.000311671352095908,0,0.0308248943213909,"M2",0.471454462017814,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.66","EC:2.7.7.66",8,1806,0.000236546103526002,1.19601485844084e-16,0.00223927968294114,"M8",0.0800783371354294,0.375,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.67","EC:2.7.7.67",2,0,0.000210149046412831,2.71731947233675e-17,0.00127501092626842,"M2",-1.12873583960781,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.68","EC:2.7.7.68",70,4217,0.000338801911827027,1.17761462984944e-16,0.0866921126732429,"M2",0.382555000816391,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.70","EC:2.7.7.70",89,618,0.000318893135187434,0,0.0418319763826632,"M2",0.782602576222796,0.0222194167403106,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.71","EC:2.7.7.71",5,2327,0.00022054354747337,6.76701263999702e-17,0.000556816114805897,"M5",-0.701737341290311,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.72","EC:2.7.7.72",25,138,0.000296091747954268,1.98985329195542e-16,0.0863123929379681,"M1",-0.636499183569524,0.4608,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.73","EC:2.7.7.73",11,8,0.0368395791791735,1.85023694287391e-16,0.000392582381224907,"M10",1.21182980180035,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.75","EC:2.7.7.75",132,2640,0.000330347900533619,0,0.0117235592842486,"M2",1.76049664943845,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.77","EC:2.7.7.77",27,332,0.000277735855218651,2.26059951265742e-17,0.122167287106343,"M1",-0.259618317483248,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.8","EC:2.7.7.8",37,0,0.00847300393419295,4.4176130286144e-16,0.18810130078231,"M6",0.750856788892991,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.83","EC:2.7.7.83",64,28,0.000294716118235742,3.36461322814127e-17,0.00347947719673286,"M2",0.249205809014256,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.85","EC:2.7.7.85",142,1729,0.000344432711646634,0,0.126421803943747,"M2",1.98274530244201,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.87","EC:2.7.7.87",96,1144,0.000305127844411407,3.06495236250994e-16,0.14478539050612,"M1",2.10445256978521,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.7.9","EC:2.7.7.9",10,1428,0.000248851781955612,9.25268637738849e-17,0.168714806558373,"M2",-0.973161782505315,0.18,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Nucleotidyltransferases."
"EC:2.7.8.11","EC:2.7.8.11",36,423,0.000292879039637177,7.78066809007669e-17,0.00737887649430364,"M1",0.0144768578522258,0.0540123456790124,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Transferases for other substituted phosphate groups."
"EC:2.7.8.12","EC:2.7.8.12",46,267,0.000284956863888767,2.03322525934943e-16,0.0214296789944008,"M1",0.391357723938502,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Transferases for other substituted phosphate groups."
"EC:2.7.8.13","EC:2.7.8.13",10,6,0.000238906329407849,1.13555696449768e-16,0.18636608424601,"M2",-0.950936917204959,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Transferases for other substituted phosphate groups."
"EC:2.7.8.14","EC:2.7.8.14",102,17,0.00767190175389387,0.793896639693103,0.000310116538231733,"M3",0.439466850258312,0,"Peripheral nodes","t__Transferases.","t__Transferring phosphorus-containing groups.","t__Transferases for other substituted phosphate groups."
